time,altitude,apoapsis,periapsis,speed,pitch,throttle,mass,dynamic_pressure,I_ud,F_thrust,v_h,a_h,m_start,m_final,is_MVD
61.77,19608.58,47330.31,-585877.71,756.03,53.2127685546875,1.0,50863.5,12387.51,301.73,1681256.25,0.0,0.0,85954.93,,0
61.88,19690.69,47580.21,-585737.88,758.61,53.1103515625,1.0,50795.32,12272.58,301.74,1681298.25,0.0,0.0,85954.93,,0
61.99,19759.29,47789.63,-585620.7,760.76,52.99322509765625,1.0,50738.5,12177.4,301.74,1681332.88,0.0,0.0,85954.93,,0
62.1,19841.79,48041.97,-585478.86,763.36,52.811737060546875,1.0,50670.32,12063.85,301.75,1681374.0,0.0,0.0,85954.93,,0
62.22,19910.7,48252.81,-585359.25,765.52,52.629913330078125,1.0,50613.5,11969.75,301.76,1681407.75,0.0,0.0,85954.93,,0
62.32,19993.59,48506.17,-585213.71,768.13,52.386444091796875,1.0,50545.31,11857.41,301.77,1681447.62,0.0,0.0,85954.93,,0
62.44,20062.81,48717.4,-585090.51,770.3,52.173583984375,1.0,50488.49,11764.25,301.77,1681480.75,0.0,0.0,85954.93,,0
62.54,20146.08,48970.9,-584940.31,772.91,51.92437744140625,1.0,50420.31,11653.01,301.78,1681519.75,0.0,0.0,85954.93,,0
62.65,20215.62,49182.2,-584813.21,775.09,51.73577880859375,1.0,50363.49,11560.75,301.78,1681551.75,0.0,0.0,85954.93,,0
62.76,20299.26,49436.08,-584658.62,777.71,51.5469970703125,1.0,50295.31,11450.61,301.79,1681589.75,0.0,0.0,85954.93,,0
62.88,20383.1,49690.8,-584502.27,780.34,51.406402587890625,1.0,50227.12,11341.12,301.8,1681627.25,0.0,0.0,85954.93,,0
63.0,20467.15,49946.93,-584344.69,782.97,51.309295654296875,1.0,50158.95,11232.33,301.8,1681664.38,0.0,0.0,85954.93,,0
63.11,20537.34,50161.81,-584212.8,785.18,51.252410888671875,1.0,50102.12,11142.22,301.81,1681694.75,0.0,0.0,85954.93,,0
63.22,20607.67,50378.27,-584080.67,787.39,51.203948974609375,1.0,50045.3,11052.63,301.81,1681724.75,0.0,0.0,85954.93,,0
63.35,20706.38,50684.24,-583895.81,790.51,51.112152099609375,1.0,49965.76,10927.99,301.82,1681766.38,0.0,0.0,85954.93,,0
63.48,20805.38,50992.64,-583709.87,793.63,50.9442138671875,1.0,49886.21,10804.15,301.83,1681807.5,0.0,0.0,85954.93,,0
63.61,20890.46,51258.04,-583548.49,796.32,50.7525634765625,1.0,49818.03,10698.57,301.84,1681842.12,0.0,0.0,85954.93,,0
63.73,20975.75,51524.12,-583385.02,799.01,50.53173828125,1.0,49749.85,10593.44,301.84,1681876.25,0.0,0.0,85954.93,,0
63.86,21075.52,51835.08,-583191.35,802.16,50.240570068359375,1.0,49670.3,10471.27,301.85,1681915.5,0.0,0.0,85954.93,,0
64.0,21175.56,52146.22,-582994.08,805.32,49.938385009765625,1.0,49590.75,10349.56,301.86,1681954.38,0.0,0.0,85954.93,,0
64.14,21275.89,52457.5,-582793.17,808.48,49.65301513671875,1.0,49511.21,10228.33,301.86,1681992.5,0.0,0.0,85954.93,,0
64.28,21362.1,52724.68,-582618.33,811.19,49.43603515625,1.0,49443.02,10124.87,301.87,1682024.88,0.0,0.0,85954.93,,0
64.4,21448.52,52992.56,-582441.43,813.91,49.250274658203125,1.0,49374.84,10021.89,301.87,1682056.75,0.0,0.0,85954.93,,0
64.5,21535.13,53261.48,-582262.74,816.64,49.09442138671875,1.0,49306.66,9919.43,301.88,1682088.25,0.0,0.0,85954.93,,0
64.64,21636.44,53576.99,-582052.44,819.84,48.94354248046875,1.0,49227.11,9800.61,301.89,1682124.38,0.0,0.0,85954.93,,0
64.78,21738.03,53894.84,-581840.56,823.05,48.809417724609375,1.0,49147.57,9682.63,301.89,1682160.0,0.0,0.0,85954.93,,0
64.92,21825.32,54169.18,-581657.7,825.81,48.687835693359375,1.0,49079.38,9582.17,301.9,1682190.0,0.0,0.0,85954.93,,0
65.04,21927.43,54490.95,-581442.26,829.04,48.5338134765625,1.0,48999.84,9465.75,301.9,1682224.62,0.0,0.0,85954.93,,0
65.15,22000.53,54722.04,-581287.16,831.36,48.42193603515625,1.0,48943.02,9383.11,301.91,1682248.88,0.0,0.0,85954.93,,0
65.28,22103.11,55047.34,-581068.35,834.61,48.242218017578125,1.0,48863.47,9268.17,301.91,1682282.62,0.0,0.0,85954.93,,0
65.4,22176.55,55280.8,-580910.7,836.94,48.092437744140625,1.0,48806.65,9186.59,301.92,1682306.25,0.0,0.0,85954.93,,0
65.52,22279.61,55608.74,-580687.59,840.21,47.8536376953125,1.0,48727.11,9073.11,301.92,1682339.0,0.0,0.0,85954.93,,0
65.66,22382.95,55937.59,-580461.27,843.49,47.588958740234375,1.0,48647.56,8960.48,301.93,1682371.12,0.0,0.0,85954.93,,0
65.8,22471.74,56219.94,-580264.45,846.31,47.353057861328125,1.0,48579.38,8864.61,301.94,1682398.25,0.0,0.0,85954.93,,0
65.92,22575.59,56549.9,-580031.57,849.6,47.082855224609375,1.0,48499.83,8753.57,301.94,1682429.38,0.0,0.0,85954.93,,0
66.03,22649.94,56785.98,-579863.07,851.96,46.897552490234375,1.0,48443.01,8674.8,301.95,1682451.25,0.0,0.0,85954.93,,0
66.14,22739.34,57069.86,-579658.64,854.79,46.69158935546875,1.0,48374.82,8580.9,301.95,1682477.25,0.0,0.0,85954.93,,0
66.26,22828.94,57354.53,-579451.9,857.63,46.506103515625,1.0,48306.64,8487.71,301.95,1682502.75,0.0,0.0,85954.93,,0
66.37,22903.76,57592.53,-579277.97,860.01,46.3687744140625,1.0,48249.82,8410.61,301.96,1682523.88,0.0,0.0,85954.93,,0
66.48,22978.72,57831.44,-579102.74,862.38,46.247467041015625,1.0,48193.0,8334.05,301.96,1682544.5,0.0,0.0,85954.93,,0
66.58,23053.82,58071.49,-578926.43,864.77,46.13677978515625,1.0,48136.19,8258.02,301.97,1682565.0,0.0,0.0,85954.93,,0
66.68,23144.12,58361.49,-578713.9,867.64,46.001800537109375,1.0,48068.0,8167.54,301.97,1682589.25,0.0,0.0,85954.93,,0
66.79,23219.52,58604.5,-578535.7,870.04,45.868927001953125,1.0,48011.18,8092.74,301.97,1682609.12,0.0,0.0,85954.93,,0
66.9,23310.19,58897.34,-578320.13,872.93,45.68310546875,1.0,47943.0,8003.7,301.98,1682632.62,0.0,0.0,85954.93,,0
67.01,23370.75,59093.08,-578175.12,874.86,45.54449462890625,1.0,47897.55,7944.76,301.98,1682648.25,0.0,0.0,85954.93,,0
67.14,23492.14,59485.42,-577881.56,878.73,45.23968505859375,1.0,47806.64,7827.9,301.99,1682678.62,0.0,0.0,85954.93,,0
67.26,23568.18,59730.88,-577695.36,881.15,45.040618896484375,1.0,47749.82,7755.54,301.99,1682697.38,0.0,0.0,85954.93,,0
67.36,23659.62,60025.8,-577469.26,884.06,44.810211181640625,1.0,47681.63,7669.4,301.99,1682719.62,0.0,0.0,85954.93,,0
67.47,23735.97,60271.89,-577278.66,886.49,44.628387451171875,1.0,47624.82,7598.21,302.0,1682737.75,0.0,0.0,85954.93,,0
67.58,23827.77,60567.75,-577047.43,889.41,44.428985595703125,1.0,47556.63,7513.5,302.0,1682759.25,0.0,0.0,85954.93,,0
67.69,23904.41,60814.94,-576852.81,891.86,44.284454345703125,1.0,47499.81,7443.53,302.0,1682776.88,0.0,0.0,85954.93,,0
67.8,23981.2,61062.95,-576656.62,894.3,44.15960693359375,1.0,47442.99,7374.13,302.01,1682794.25,0.0,0.0,85954.93,,0
67.9,24058.12,61312.15,-576459.18,896.75,44.05194091796875,1.0,47386.18,7305.33,302.01,1682811.5,0.0,0.0,85954.93,,0
68.0,24150.6,61613.32,-576221.21,899.71,43.927886962890625,1.0,47317.99,7223.56,302.01,1682831.88,0.0,0.0,85954.93,,0
68.12,24227.82,61865.87,-576021.82,902.18,43.806884765625,1.0,47261.17,7156.08,302.02,1682848.5,0.0,0.0,85954.93,,0
68.22,24320.67,62170.43,-575780.84,905.15,43.63543701171875,1.0,47192.99,7075.88,302.02,1682868.12,0.0,0.0,85954.93,,0
68.33,24398.19,62425.12,-575578.23,907.63,43.469879150390625,1.0,47136.17,7009.66,302.02,1682884.25,0.0,0.0,85954.93,,0
68.44,24475.85,62680.38,-575373.73,910.12,43.28521728515625,1.0,47079.35,6944.0,302.03,1682900.25,0.0,0.0,85954.93,,0
68.54,24553.64,62935.98,-575167.12,912.61,43.045806884765625,1.0,47011.17,6865.93,302.03,1682918.88,0.0,0.0,85954.93,,0
68.66,24662.79,63294.04,-574873.97,916.1,42.800048828125,1.0,46942.99,6788.63,302.03,1682937.5,0.0,0.0,85954.93,,0
68.78,24740.91,63549.88,-574661.74,918.6,42.603485107421875,1.0,46886.17,6724.81,302.04,1682952.75,0.0,0.0,85954.93,,0
68.88,24834.83,63857.21,-574404.14,921.61,42.3890380859375,1.0,46817.98,6648.92,302.04,1682970.62,0.0,0.0,85954.93,,0
69.01,24928.94,64165.21,-574143.61,924.62,42.20391845703125,1.0,46749.8,6573.83,302.04,1682988.25,0.0,0.0,85954.93,,0
69.13,25023.25,64474.33,-573880.52,927.63,42.0517578125,1.0,46681.62,6499.54,302.04,1683005.62,0.0,0.0,85954.93,,0
69.25,25117.74,64785.17,-573615.35,930.66,41.927764892578125,1.0,46613.44,6426.07,302.05,1683022.62,0.0,0.0,85954.93,,0
69.36,25196.64,65045.84,-573393.06,933.19,41.83489990234375,1.0,46545.25,6353.43,302.05,1683039.5,0.0,0.0,85954.93,,0
69.48,25291.48,65360.79,-573124.91,936.24,41.720367431640625,1.0,46488.43,6293.51,302.05,1683053.12,0.0,0.0,85954.93,,0
69.6,25402.38,65731.03,-572809.98,939.81,41.559814453125,1.0,46408.89,6210.56,302.06,1683072.12,0.0,0.0,85954.93,,0
69.74,25497.65,66050.26,-572537.76,942.88,41.384490966796875,1.0,46340.71,6140.29,302.06,1683088.0,0.0,0.0,85954.93,,0
69.86,25609.04,66424.15,-572216.78,946.47,41.13446044921875,1.0,46261.16,6059.21,302.06,1683106.25,0.0,0.0,85954.93,,0
69.99,25704.73,66745.36,-571938.27,949.56,40.8857421875,1.0,46192.98,5990.47,302.07,1683121.62,0.0,0.0,85954.93,,0
70.12,25800.61,67066.82,-571656.25,952.65,40.6138916015625,1.0,46124.79,5919.18,302.07,1683136.75,0.0,0.0,85954.93,,0
70.24,25896.68,67388.24,-571370.44,955.74,40.331756591796875,1.0,46056.61,5846.26,302.07,1683151.62,0.0,0.0,85954.93,,0
70.36,25992.94,67709.42,-571080.65,958.84,40.054718017578125,1.0,45988.43,5774.03,302.07,1683166.12,0.0,0.0,85954.93,,0
70.48,26105.48,68083.91,-570737.62,962.46,39.762298583984375,1.0,45908.88,5690.62,302.08,1683182.88,0.0,0.0,85954.93,,0
70.62,26218.27,68458.79,-570389.75,966.08,39.52313232421875,1.0,45829.33,5608.14,302.08,1683199.25,0.0,0.0,85954.93,,0
70.76,26331.31,68835.39,-570038.08,969.72,39.341033935546875,1.0,45749.79,5526.6,302.08,1683215.38,0.0,0.0,85954.93,,0
70.9,26444.59,69214.94,-569683.57,973.37,39.1934814453125,1.0,45670.24,5446.0,302.09,1683231.12,0.0,0.0,85954.93,,0
71.04,26558.13,69597.59,-569326.31,977.03,39.045318603515625,1.0,45590.7,5366.3,302.09,1683246.75,0.0,0.0,85954.93,,0
71.18,26655.65,69927.44,-569017.27,980.19,38.913848876953125,1.0,45522.51,5298.66,302.09,1683259.88,0.0,0.0,85954.93,,0
71.3,26753.36,70259.44,-568706.03,983.35,38.7791748046875,1.0,45454.33,5231.59,302.09,1683272.75,0.0,0.0,85954.93,,0
72.95,28081.06,70267.7,-568378.34,973.03,42.391937255859375,0.0,32047.45,3941.22,303.12,0.0,0.0,0.0,85954.93,,0
74.96,29683.45,70381.3,-568210.91,960.04,46.833343505859375,0.09999999403953552,32019.06,2804.09,303.14,38789.32,0.0,0.0,85954.93,,0
76.96,31239.79,70527.69,-568057.9,947.56,43.20550537109375,0.09999999403953552,31991.2,2034.87,303.16,38791.83,0.0,0.0,85954.93,,0
78.98,32781.4,70659.57,-567883.13,935.12,39.93804931640625,0.09999999403953552,31964.54,1498.37,303.18,38793.67,0.0,0.0,85954.93,,0
80.99,34277.7,70782.05,-567697.38,923.0,36.9703369140625,0.09999999403953552,31938.44,1115.54,303.19,38795.05,0.0,0.0,85954.93,,0
83.0,35758.67,70898.78,-567499.64,910.96,33.947509765625,0.09999999403953552,31912.09,832.48,303.2,38796.12,0.0,0.0,85954.93,,0
85.03,37209.25,71008.46,-567293.43,899.11,30.920501708984375,0.09999999403953552,31885.73,627.87,303.2,38796.93,0.0,0.0,85954.93,,0
87.04,38629.5,71110.32,-567079.84,887.44,27.884796142578125,0.09999999403953552,31859.37,484.71,303.21,38797.55,0.0,0.0,85954.93,,0
89.04,40005.82,71202.45,-566861.89,876.05,24.873565673828125,0.09999999403953552,31833.28,383.22,303.21,38798.01,0.0,0.0,85954.93,,0
91.07,41365.74,71286.2,-566635.98,864.71,21.82781982421875,0.09999999403953552,31806.92,305.5,303.21,38798.38,0.0,0.0,85954.93,,0
93.08,42695.33,71360.21,-566405.08,853.53,18.779052734375,0.09999999403953552,31780.56,246.11,303.22,38798.68,0.0,0.0,85954.93,,0
95.11,43994.56,71424.38,-566170.01,842.5,15.727081298828125,0.09999999403953552,31754.21,197.9,303.22,38798.93,0.0,0.0,85954.93,,0
97.12,45263.39,71478.64,-565931.48,831.63,12.672271728515625,0.09999999403953552,31727.85,159.34,303.22,38799.13,0.0,0.0,85954.93,,0
99.13,46489.66,71522.54,-565692.46,821.01,9.64410400390625,0.09999999403953552,31701.75,128.89,303.22,38799.29,0.0,0.0,85954.93,,0
101.15,47697.81,71556.93,-565448.65,810.44,6.5826416015625,0.09999999403953552,31675.39,104.37,303.22,38799.42,0.0,0.0,85954.93,,0
103.15,48863.87,71581.15,-565205.37,800.12,3.54931640625,0.09999999403953552,31649.3,84.89,303.22,38799.52,0.0,0.0,85954.93,,0
105.17,50011.05,71596.74,-564958.33,789.86,1.170806884765625,0.09999999403953552,31622.55,68.92,303.22,38799.61,0.0,0.0,85954.93,,0
107.18,51127.54,71608.27,-564710.36,779.8,0.850433349609375,0.09999999403953552,31595.71,55.98,303.22,38799.68,0.0,0.0,85954.93,,0
109.21,52213.42,71619.75,-564461.19,769.99,0.69293212890625,0.09999999403953552,31569.34,45.58,303.22,38799.73,0.0,0.0,85954.93,,0
111.22,53268.85,71631.57,-564210.86,760.43,0.655426025390625,0.09999999403953552,31542.99,37.23,303.23,38799.78,0.0,0.0,85954.93,,0
113.25,54293.95,71643.41,-563959.26,751.13,0.62615966796875,0.09999999403953552,31516.63,30.55,303.23,38799.82,0.0,0.0,85954.93,,0
115.26,55288.87,71655.19,-563706.38,742.08,0.614654541015625,0.09999999403953552,31490.27,25.18,303.23,38799.85,0.0,0.0,85954.93,,0
117.26,56244.32,71666.64,-563454.67,733.39,0.60797119140625,0.09999999403953552,31464.18,20.87,303.23,38799.88,0.0,0.0,85954.93,,0
122.29,58513.45,71694.07,-562816.74,712.75,0.60272216796875,0.09999999403953552,31398.68,13.0,303.23,38799.92,0.0,0.0,85954.93,,0
122.79,58738.01,71721.72,-562216.8,714.83,0.585693359375,1.0,31337.87,12.51,303.23,387999.22,0.0,0.0,85954.93,,0
123.31,58960.64,71752.12,-561539.14,717.52,0.5284423828125,1.0,31270.02,12.06,303.23,387999.28,0.0,0.0,85954.93,,0
123.82,59172.89,71780.7,-560879.31,720.17,0.48681640625,1.0,31204.78,11.64,303.23,387999.31,0.0,0.0,85954.93,,0
124.32,59383.36,71809.04,-560211.31,722.9,0.472930908203125,1.0,31139.54,11.24,303.23,387999.34,0.0,0.0,85954.93,,0
124.83,59600.36,71838.49,-559507.86,725.81,0.474334716796875,1.0,31071.69,10.84,303.23,387999.38,0.0,0.0,85954.93,,0
125.35,59815.45,71867.95,-558795.4,728.8,0.477752685546875,1.0,31003.85,10.46,303.23,387999.38,0.0,0.0,85954.93,,0
125.87,60028.63,71897.35,-558073.82,731.87,0.477630615234375,1.0,30935.99,10.1,303.23,387999.41,0.0,0.0,85954.93,,0
126.38,60231.81,71925.52,-557371.31,734.89,0.47491455078125,1.0,30870.76,9.76,303.23,387999.41,0.0,0.0,85954.93,,0
126.88,60441.26,71954.71,-556631.57,738.11,0.47174072265625,1.0,30802.91,9.43,303.23,387999.44,0.0,0.0,85954.93,,0
127.4,60640.87,71982.66,-555911.4,741.27,0.46966552734375,1.0,30737.66,9.12,303.23,387999.47,0.0,0.0,85954.93,,0
127.91,60846.61,72011.64,-555153.08,744.63,0.468536376953125,1.0,30669.82,8.82,303.23,387999.47,0.0,0.0,85954.93,,0
128.42,61050.46,72040.52,-554385.13,748.07,0.46807861328125,1.0,30601.97,8.53,303.23,387999.5,0.0,0.0,85954.93,,0
128.95,61244.71,72068.21,-553637.54,751.44,0.46783447265625,1.0,30534.12,8.25,303.23,387999.53,0.0,0.0,85954.93,,0
129.46,61452.55,72098.0,-552819.92,755.16,0.467926025390625,1.0,30466.27,7.99,303.23,387999.53,0.0,0.0,85954.93,,0
129.99,61650.8,72126.59,-552022.42,758.81,0.4681396484375,1.0,30398.42,7.73,303.23,387999.56,0.0,0.0,85954.93,,0
130.51,61839.66,72153.98,-551246.1,762.39,0.46844482421875,1.0,30330.57,7.49,303.23,387999.56,0.0,0.0,85954.93,,0
131.02,62034.26,72182.36,-550428.73,766.18,0.468902587890625,1.0,30265.33,7.27,303.23,387999.59,0.0,0.0,85954.93,,0
131.53,62219.63,72209.56,-549633.08,769.89,0.4696044921875,1.0,30200.09,7.06,303.23,387999.62,0.0,0.0,85954.93,,0
132.03,62410.61,72237.74,-548795.38,773.82,0.47052001953125,1.0,30132.24,6.85,303.23,387999.62,0.0,0.0,85954.93,,0
132.54,62592.52,72264.74,-547979.96,777.66,0.47125244140625,1.0,30067.0,6.64,303.23,387999.62,0.0,0.0,85954.93,,0
133.05,62772.73,72291.63,-547154.67,781.57,0.47198486328125,1.0,30001.76,6.44,303.23,387999.66,0.0,0.0,85954.93,,0
133.55,62958.35,72319.49,-546285.79,785.69,0.4730224609375,1.0,29933.91,6.23,303.23,387999.69,0.0,0.0,85954.93,,0
134.1,63149.2,72348.3,-545371.95,790.05,0.47406005859375,1.0,29863.45,6.02,303.23,387999.69,0.0,0.0,85954.93,,0
134.6,63331.12,72375.93,-544480.68,794.31,0.475067138671875,1.0,29795.6,5.82,303.23,387999.69,0.0,0.0,85954.93,,0
135.13,63511.24,72403.44,-543578.24,798.63,0.47607421875,1.0,29727.75,5.61,303.23,387999.72,0.0,0.0,85954.93,,0
135.65,63689.56,72430.83,-542664.48,803.02,0.47711181640625,1.0,29659.9,5.42,303.23,387999.75,0.0,0.0,85954.93,,0
136.16,63859.33,72457.05,-541775.06,807.3,0.47821044921875,1.0,29594.66,5.23,303.23,387999.75,0.0,0.0,85954.93,,0
136.67,64034.13,72484.2,-540838.7,811.81,0.47943115234375,1.0,29526.81,5.03,303.23,387999.75,0.0,0.0,85954.93,,0
137.19,64207.15,72511.23,-539890.61,816.39,0.480621337890625,1.0,29458.96,4.84,303.23,387999.75,0.0,0.0,85954.93,,0
137.71,64378.4,72538.12,-538930.64,821.02,0.481689453125,1.0,29391.11,4.65,303.23,387999.81,0.0,0.0,85954.93,,0
138.23,64547.87,72564.89,-537958.66,825.72,0.48260498046875,1.0,29323.26,4.46,303.23,387999.81,0.0,0.0,85954.93,,0
138.74,64709.17,72590.5,-537012.59,830.29,0.483428955078125,1.0,29258.02,4.28,303.23,387999.81,0.0,0.0,85954.93,,0
139.25,64875.19,72617.01,-536016.59,835.11,0.484588623046875,1.0,29190.18,4.1,303.23,387999.81,0.0,0.0,85954.93,,0
139.77,65039.46,72643.38,-535008.13,839.98,0.48577880859375,1.0,29122.33,3.92,303.23,387999.81,0.0,0.0,85954.93,,0
140.29,65201.99,72669.61,-533987.05,844.91,0.487030029296875,1.0,29054.48,3.74,303.23,387999.81,0.0,0.0,85954.93,,0
140.81,65362.78,72695.71,-532953.18,849.9,0.488189697265625,1.0,28986.63,3.56,303.23,387999.84,0.0,0.0,85954.93,,0
141.33,65521.83,72721.66,-531906.36,854.95,0.489288330078125,1.0,28918.78,3.39,303.23,387999.84,0.0,0.0,85954.93,,0
141.85,65679.16,72747.47,-530846.44,860.05,0.490386962890625,1.0,28850.93,3.22,303.23,387999.84,0.0,0.0,85954.93,,0
142.37,65834.78,72773.13,-529773.24,865.21,0.491607666015625,1.0,28783.08,3.05,303.23,387999.84,0.0,0.0,85954.93,,0
142.89,65982.79,72797.67,-528728.63,870.22,0.4925537109375,1.0,28717.84,2.89,303.23,387999.88,0.0,0.0,85954.93,,0
143.39,66135.05,72823.05,-527628.89,875.49,0.493682861328125,1.0,28649.99,2.73,303.23,387999.88,0.0,0.0,85954.93,,0
143.9,66279.85,72847.31,-526558.44,880.6,0.494659423828125,1.0,28584.75,2.58,303.23,387999.88,0.0,0.0,85954.93,,0
144.41,66428.78,72872.39,-525431.47,885.98,0.49566650390625,1.0,28516.9,2.43,303.23,387999.88,0.0,0.0,85954.93,,0
144.93,66576.03,72897.31,-524290.35,891.4,0.4967041015625,1.0,28449.05,2.27,303.23,387999.88,0.0,0.0,85954.93,,0
145.45,66721.6,72922.08,-523134.9,896.88,0.497833251953125,1.0,28381.2,2.13,303.23,387999.91,0.0,0.0,85954.93,,0
145.97,66865.5,72946.7,-521964.93,902.41,0.4989013671875,1.0,28313.35,1.98,303.23,387999.91,0.0,0.0,85954.93,,0
146.49,67007.73,72971.15,-520780.24,907.99,0.500091552734375,1.0,28245.5,1.84,303.23,387999.94,0.0,0.0,85954.93,,0
147.01,67148.3,72995.45,-519580.64,913.62,0.500885009765625,1.0,28177.65,1.71,303.23,387999.94,0.0,0.0,85954.93,,0
147.53,67287.22,73019.58,-518365.93,919.3,0.501739501953125,1.0,28109.8,1.58,303.23,387999.94,0.0,0.0,85954.93,,0
148.05,67424.5,73043.55,-517135.9,925.03,0.502838134765625,1.0,28041.95,1.45,303.23,387999.94,0.0,0.0,85954.93,,0
148.57,67560.14,73067.36,-515890.34,930.81,0.50384521484375,1.0,27974.1,1.33,303.23,387999.94,0.0,0.0,85954.93,,0
149.09,67694.15,73091.0,-514629.04,936.64,0.504974365234375,1.0,27906.25,1.21,303.23,387999.94,0.0,0.0,85954.93,,0
149.61,67826.53,73114.47,-513351.8,942.51,0.506072998046875,1.0,27838.4,1.09,303.23,387999.94,0.0,0.0,85954.93,,0
150.13,67957.3,73137.78,-512058.38,948.44,0.506988525390625,1.0,27770.55,0.99,303.23,387999.97,0.0,0.0,85954.93,,0
150.65,68086.46,73160.91,-510748.56,954.41,0.507965087890625,1.0,27702.71,0.88,303.23,387999.97,0.0,0.0,85954.93,,0
151.17,68214.02,73183.88,-509422.12,960.43,0.5089111328125,1.0,27634.86,0.78,303.23,387999.97,0.0,0.0,85954.93,,0
151.69,68339.98,73206.67,-508078.82,966.49,0.510009765625,1.0,27567.01,0.69,303.23,388000.0,0.0,0.0,85954.93,,0
152.21,68464.36,73229.29,-506718.43,972.6,0.511077880859375,1.0,27499.16,0.6,303.23,388000.0,0.0,0.0,85954.93,,0
152.73,68587.15,73251.74,-505340.7,978.76,0.511932373046875,1.0,27431.31,0.52,303.23,388000.0,0.0,0.0,85954.93,,0
153.25,68708.38,73274.01,-503945.39,984.96,0.51275634765625,1.0,27363.46,0.44,303.23,388000.0,0.0,0.0,85954.93,,0
153.76,68823.46,73295.25,-502586.94,990.96,0.5135498046875,1.0,27295.61,0.37,303.23,388000.0,0.0,0.0,85954.93,,0
154.29,68946.14,73318.01,-501101.02,997.49,0.514495849609375,1.0,27227.76,0.31,303.23,388000.0,0.0,0.0,85954.93,,0
154.81,69062.69,73339.74,-499651.43,1003.82,0.515594482421875,1.0,27159.91,0.25,303.23,388000.0,0.0,0.0,85954.93,,0
155.33,69177.7,73361.29,-498183.23,1010.2,0.516632080078125,1.0,27092.06,0.19,303.23,388000.0,0.0,0.0,85954.93,,0
155.85,69291.18,73382.67,-496696.15,1016.62,0.517730712890625,1.0,27024.21,0.15,303.23,388000.0,0.0,0.0,85954.93,,0
156.37,69403.13,73403.86,-495189.89,1023.08,0.5184326171875,1.0,26956.36,0.11,303.23,388000.0,0.0,0.0,85954.93,,0
156.89,69513.56,73424.87,-493664.19,1029.58,0.51922607421875,1.0,26888.51,0.07,303.23,388000.0,0.0,0.0,85954.93,,0
157.41,69622.48,73445.69,-492118.75,1036.13,0.52008056640625,1.0,26820.66,0.04,303.23,388000.0,0.0,0.0,85954.93,,0
157.93,69729.89,73466.33,-490553.28,1042.71,0.521087646484375,1.0,26752.81,0.02,303.23,388000.0,0.0,0.0,85954.93,,0
158.45,69835.82,73486.78,-488967.47,1049.34,0.522186279296875,1.0,26684.96,0.01,303.23,388000.0,0.0,0.0,85954.93,,0
158.97,69940.25,73507.05,-487361.03,1056.01,0.523223876953125,1.0,26617.11,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
159.49,70043.22,73527.14,-485733.64,1062.72,0.52398681640625,1.0,26549.26,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
160.01,70144.74,73547.08,-484084.97,1069.47,0.52471923828125,1.0,26481.41,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
160.53,70240.97,73566.06,-482479.34,1076.0,0.52557373046875,1.0,26413.56,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
161.05,70339.63,73585.62,-480788.0,1082.83,0.5264892578125,1.0,26348.32,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
161.55,70433.13,73604.25,-479140.71,1089.43,0.52752685546875,1.0,26283.09,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
162.05,70528.96,73623.44,-477405.38,1096.33,0.528564453125,1.0,26215.24,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
162.56,70619.75,73641.71,-475715.15,1103.01,0.529510498046875,1.0,26150.0,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
163.07,70709.23,73659.81,-474003.38,1109.72,0.5301513671875,1.0,26084.76,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
163.57,70800.9,73678.44,-472199.95,1116.73,0.530731201171875,1.0,26016.91,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
164.09,70891.14,73696.85,-470372.49,1123.79,0.531494140625,1.0,25949.06,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
164.6,70976.61,73714.39,-468592.29,1130.61,0.532470703125,1.0,25883.82,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
165.11,71060.8,73731.76,-466789.18,1137.46,0.533447265625,1.0,25818.58,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
165.61,71147.01,73749.63,-464889.23,1144.63,0.534454345703125,1.0,25750.73,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
166.12,71228.6,73766.64,-463038.24,1151.55,0.535247802734375,1.0,25685.49,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
166.63,71312.13,73784.13,-461087.7,1158.79,0.53594970703125,1.0,25617.64,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
167.14,71391.16,73800.77,-459187.27,1165.78,0.5367431640625,1.0,25552.4,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
167.65,71472.04,73817.88,-457184.48,1173.09,0.53753662109375,1.0,25484.55,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
168.17,71551.57,73834.79,-455154.4,1180.43,0.53851318359375,1.0,25416.7,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
